GenomeID	Others	RiPPs	NRPS	PKS	Terpene
TARA_SAMEA2623734_METAG_OHGCEHCJ	0	0	0	0	2
GORG_SAMEA6070650_SAGS_AG896O16	0	0	0	0	1
TARA_SAMEA4398027_METAG_PHDMBMMK	0	0	0	1	2
TARA_SAMEA4397730_METAG_HDIOLHFC	1	0	0	0	0
3300015204_6	0	0	0	0	2
3300011529_1	4	0	1	0	1
3300018914_8	3	0	0	1	1
3300011560_1	0	1	1	0	0
3300022908_5	3	4	2	4	0
MARD_SAMN02927983_REFG_MMP02927983	4	1	1	2	1
3300025518_8	0	1	0	0	0
TARA_SAMEA2621839_METAG_IKOKHCPN	0	0	0	0	2
TARA_SAMEA4398067_METAG_INHLMJKJ	1	0	0	1	2
3300027878_38	0	1	3	1	4
GORG_SAMEA6074860_SAGS_AG919O13	0	0	0	0	1
3300011679_2	0	2	1	0	1
GORG_SAMEA6074236_SAGS_AG916L11	0	0	0	0	1
3300013353_4	1	0	1	2	1
3300014684_4	0	0	0	0	1
TARA_SAMEA4398360_METAG_HOBNAHIN	2	3	0	0	2
3300011676_3	0	1	1	0	0
3300013122_2	1	2	1	2	0
3300007722_10	2	4	0	2	0
GORG_SAMEA6069043_SAGS_AG359N22	0	0	0	0	1
3300011360_2	4	0	0	0	0
TARA_SAMEA2622657_METAG_PPMELPKF	0	0	0	1	2
GORG_SAMEA6073587_SAGS_AG913K15	0	0	0	0	1
3300012921_36	5	4	0	0	1
MARD_SAMN08122818_REFG_MMP08122818	6	1	1	0	1
TARA_SAMEA2622677_METAG_FDKFBDEE	1	0	0	1	0
3300007519_48	0	1	0	1	0
3300026199_5	2	0	0	0	0
TARA_SAMEA2622021_METAG_HKHJLCJK	0	0	0	0	1
3300024256_15	0	0	0	0	1
GORG_SAMEA6073939_SAGS_AG915E09	0	0	0	0	1
3300014524_4	5	0	2	0	0
3300014646_2	2	1	1	0	1
3300017935_14	1	0	0	0	0
TARA_SAMEA4397215_METAG_DFDKIGDB	0	0	0	1	1
3300011013_31	0	1	0	0	1
TARA_SAMEA2619907_METAG_JPHCLLMB	0	0	0	0	1
MARD_SAMEA2593984_REFG_MMP2593984	6	2	0	0	0
TARA_SAMEA4398296_METAG_MHJPBEFB	2	0	0	1	3
GORG_SAMEA6076344_SAGS_AG422L15	0	0	0	0	1
TARA_SAMEA2621859_METAG_HOOKAFBB	0	0	0	1	2
MARD_SAMN10169376_REFG_MMP10169376	3	1	0	0	0
3300012921_10	3	1	0	3	3
3300011216_6	0	0	2	0	0
TARA_SAMEA2620217_METAG_NPKHCHOI	1	0	0	0	0
3300011586_3	6	1	0	0	1
TARA_SAMEA4397118_METAG_NBKJIIBH	2	0	0	1	3
3300011543_3	0	1	0	0	0
TARA_SAMEA2621487_METAG_OKLEJKDF	0	0	0	0	1
GORG_SAMEA6073290_SAGS_AG912C08	0	0	0	0	1
TARA_SAMEA2622219_METAG_JPAEJMMK	0	0	0	0	2
TARA_SAMEA2619992_METAG_MLOOJNKA	2	1	1	1	2
GORG_SAMEA6072781_SAGS_AG909M20	0	0	0	0	1
MARD_SAMN09930779_REFG_MMP09930779	1	3	3	0	1
3300011205_2	1	2	1	0	1
3300027309_4	2	1	4	1	1
3300027838_7	1	0	1	0	1
TARA_SAMEA4397920_METAG_PIPKNLNE	2	1	2	2	0
GORG_SAMEA6070838_SAGS_AG898C07	0	0	0	0	1
3300024054_53	1	0	0	0	0
3300024357_2	1	0	1	2	2
3300017418_8	0	2	0	0	1
TARA_SAMEA2621502_METAG_NLHALEFI	2	1	1	0	1
3300029199_3	0	1	0	0	0
3300011459_3	4	1	1	0	1
TARA_SAMEA4398094_METAG_HAHDNDFA	1	1	0	0	2
3300027276_4	0	0	1	0	0
3300027499_12	1	0	0	0	2
3300010054_6	1	1	0	0	1
MARD_SAMD00036661_REFG_MMP00036661	3	1	1	0	0
3300027524_2	1	2	2	3	0
TARA_SAMEA2622097_METAG_JIKLHBEF	0	0	0	0	1
TARA_SAMEA4398360_METAG_FGLHJHAM	2	0	0	0	1
3300006428_5	0	1	0	0	0
3300011906_5	0	0	0	0	2
3300011657_3	4	0	0	0	0
3300013498_6	0	0	0	0	1
GORG_SAMEA6072192_SAGS_AG905O07	0	0	0	0	1
GORG_SAMEA6069565_SAGS_AG891L02	0	0	0	0	1
3300027538_7	0	1	0	0	0
3300000503_3	6	0	1	1	0
GORG_SAMEA6074691_SAGS_AG919A21	0	0	0	0	1
3300011707_2	0	0	1	2	2
BGEO_SAMN07136709_METAG_EEKAFEOM	4	1	0	0	0
3300012843_9	1	1	0	1	1
TARA_SAMEA4398370_METAG_BEKFDOBB	0	0	0	0	2
3300025210_1	1	0	1	0	2
TARA_SAMEA4397118_METAG_BHLMNNKI	2	2	0	1	4
3300024431_10	1	1	5	1	1
3300027793_18	0	0	0	0	1
BGEO_SAMN07136523_METAG_JHDPPFAH	0	0	0	0	2
3300025500_8	0	1	1	2	1
TARA_SAMEA2621277_METAG_DBGPCLHD	0	0	0	0	1
3300020193_18	1	0	0	3	2
3300020198_58	0	0	1	0	1
GORG_SAMEA6078112_SAGS_AG343C02	0	0	0	0	1
GORG_SAMEA6075285_SAGS_AG349M03	1	0	0	0	0
TARA_SAMEA4397586_METAG_HLCINPKC	1	0	0	1	0
TARA_SAMEA4396489_METAG_MHPKNFPD	0	0	1	1	0
MARD_SAMD00032033_REFG_MMP00032033	2	2	2	0	0
TARA_SAMEA2591122_METAG_CMIOHKHC	1	0	0	0	3
3300007519_50	2	0	0	0	0
TARA_SAMEA2619782_METAG_JLJABLKP	0	0	0	0	1
TARA_SAMEA2619531_METAG_FLAJGHOH	1	0	0	0	2
3300026064_1	0	1	0	0	0
MARD_SAMEA4704834_REFG_MMP4704834	3	0	0	1	1
TARA_SAMEA4397278_METAG_LGLJBLKD	0	0	0	0	2
GORG_SAMEA6072865_SAGS_AG910C11	0	0	0	0	1
GORG_SAMEA6074168_SAGS_AG916F16	0	0	0	0	2
MARD_SAMN08886241_SAGS_MMP08886241	0	3	0	0	2
3300026267_8	2	0	0	1	0
TARA_SAMEA2619548_METAG_PGNOPNEC	1	0	0	0	0
TARA_SAMEA2621423_METAG_AKLMKNDJ	0	0	0	0	2
TARA_SAMEA4397196_METAG_NDKJMPMF	0	1	0	0	1
TARA_SAMEA2623079_METAG_FABKIAFC	1	0	0	0	0
3300025493_6	2	0	0	0	0
3300020214_26	1	0	1	0	1
3300027692_7	0	2	3	1	1
TARA_SAMEA2620404_METAG_PMPDIDLI	0	0	0	1	1
TARA_SAMEA4398001_METAG_IDHEHIAJ	0	0	1	2	1
3300026196_8	2	3	1	0	0
3300025671_4	1	2	1	0	0
3300013855_2	1	0	1	0	1
3300011674_1	3	1	1	0	0
3300011785_1	1	0	0	1	1
3300025044_5	1	1	1	0	0
TARA_SAMEA2623627_METAG_LDOJFEIO	0	0	0	0	1
MARD_SAMN05408344_REFG_MMP05408344	2	4	11	3	0
3300020719_3	3	0	1	0	0
GORG_SAMEA6069922_SAGS_AG893G05	0	0	0	0	1
3300027653_15	0	1	0	0	1
3300012921_8	0	2	1	1	4
TARA_SAMEA2621295_METAG_AHLPPNGD	1	0	0	0	0
TARA_SAMEA2619531_METAG_HPHEDOMH	0	0	0	0	1
Genome_011	0	0	0	0	1
TARA_SAMEA2623295_METAG_KOGOHOCP	1	0	0	0	1
GORG_SAMEA6075002_SAGS_AG920L07	0	0	0	0	1
3300027815_37	1	1	0	0	0
3300011603_2	3	1	1	0	0
3300027806_33	0	0	0	0	2
GORG_SAMEA6072870_SAGS_AG910C18	0	0	0	0	1
3300005858_9	1	0	0	0	0
3300013494_3	1	1	1	0	0
3300007354_26	1	0	0	0	1
MARD_SAMN10397593_REFG_MMP10397593	5	1	0	0	0
3300024908_4	0	1	0	0	1
3300014160_13	1	0	0	0	0
3300000497_1	0	2	2	1	0
3300027494_5	1	0	1	1	3
3300011921_6	0	0	0	0	1
MARD_SAMD00036589_REFG_MMP00036589	0	2	0	0	0
TARA_SAMEA4397278_METAG_KOMMEOII	0	0	0	0	2
TARA_SAMEA2620756_METAG_KEAPNKDI	0	0	0	0	1
3300027980_24	0	0	0	1	0
3300012856_12	1	0	0	0	0
GORG_SAMEA6070163_SAGS_AG894I06	0	0	0	0	3
GORG_SAMEA6072024_SAGS_AG905A07	0	0	0	0	1
TARA_SAMEA2620120_METAG_IEFDOLPF	2	0	0	1	0
MARD_SAMEA2593999_REFG_MMP2593999	6	2	0	0	0
3300011951_2	5	1	0	0	1
GORG_SAMEA6070622_SAGS_AG896M05	0	0	0	0	1
TARA_SAMEA2619791_METAG_ACDNDFDF	1	0	0	0	0
TARA_SAMEA2623627_METAG_OEADJLBP	0	1	0	0	2
3300025894_30	1	1	0	0	3
3300024278_4	0	0	0	0	1
GORG_SAMEA6070040_SAGS_AG893P05	0	0	0	0	1
MARD_SAMN08886324_SAGS_MMP08886324	0	2	0	0	3
3300025463_5	1	2	4	3	1
3300024914_4	1	1	0	0	0
3300027607_19	0	5	0	0	1
3300020186_14	0	0	0	0	2
GORG_SAMEA6077577_SAGS_AG333D23	0	0	0	0	1
MARD_SAMN04488514_REFG_MMP04488514	2	0	1	1	1
3300013693_2	1	2	1	0	1
TARA_SAMEA4397489_METAG_LJGOPMMD	3	0	0	1	2
TARA_SAMEA4397842_METAG_CKDMFFCM	0	0	0	0	1
TARA_SAMEA2620995_METAG_MHNGDAJC	0	0	0	0	1
MARD_SAMN02597172_SAGS_MMP02597172	1	0	0	0	0
3300025971_3	0	0	0	0	1
GORG_SAMEA6075373_SAGS_AG404B04	0	0	0	0	1
GORG_SAMEA6073608_SAGS_AG913M07	0	0	0	0	1
3300029892_11	1	0	0	0	0
MARD_SAMN05444278_REFG_MMP05444278	1	0	0	1	1
TARA_SAMEA2622801_METAG_ANIBKPHL	0	1	0	0	2
TARA_SAMEA2619667_METAG_BJKMIHJM	0	0	0	0	2
TARA_SAMEA2619879_METAG_KKLGIHEB	0	0	0	0	2
3300012950_7	0	1	0	0	1
GORG_SAMEA6075199_SAGS_AG349F22	0	0	0	0	1
GORG_SAMEA6073626_SAGS_AG913N17	0	1	0	0	3
TARA_SAMEA2622197_METAG_CODLOLNK	0	3	0	0	0
3300013290_7	1	0	0	0	0
TARA_SAMEA4397489_METAG_AIEAMKND	0	0	1	0	0
TARA_SAMEA2622149_METAG_DOFNAPGK	0	0	0	0	1
TARA_SAMEA2623350_METAG_GEKMKFOP	0	0	1	0	0
TARA_SAMEA4397842_METAG_BIPILDKO	0	0	0	0	1
3300011992_7	0	0	0	0	1
3300025897_76	0	0	0	0	1
3300020473_14	3	1	0	0	0
TARA_SAMEA4397903_METAG_AJKGKFGH	0	0	0	1	3
3300017788_53	1	1	0	0	1
3300015204_16	2	0	0	1	1
3300025793_1	0	0	0	1	0
3300025247_5	1	0	0	1	0
3300024929_3	1	1	0	0	2
TARA_SAMEA4396424_METAG_EDCJMNAP	0	0	0	0	2
MARD_SAMEA2591287_REFG_MMP2591287	6	1	1	0	0
TARA_SAMEA2591084_METAG_LFKLJFOG	0	0	0	0	1
BGEO_SAMN07136755_METAG_NLPGKEHE	1	0	1	1	0
TARA_SAMEA4397330_METAG_MGNNFKFN	5	2	0	1	1
3300021126_3	0	3	1	1	1
TARA_SAMEA4398094_METAG_IIDAKCEO	1	0	0	0	1
TARA_SAMEA2623734_METAG_DLEGHBEP	0	0	0	0	1
3300010153_8	2	0	0	1	1
3300025218_1	3	1	1	0	0
3300025581_14	0	0	1	0	0
TARA_SAMEA2619802_METAG_NLNHDIMK	0	0	0	0	1
TARA_SAMEA4397516_METAG_NDKGCCDJ	1	1	0	0	2
TARA_SAMEA2622545_METAG_LOHGPHEG	0	0	0	0	1
3300011801_2	1	1	0	0	0
3300027719_37	0	1	0	0	0
TARA_SAMEA2622837_METAG_AKJLBMMJ	0	0	0	0	1
TARA_SAMEA4398009_METAG_HHIGBOGA	0	0	0	0	2
MARD_SAMN02671359_SAGS_MMP02671359	0	0	0	0	3
TARA_SAMEA2620970_METAG_PLMMBPNK	0	0	0	0	1
3300011473_2	1	1	0	0	0
GORG_SAMEA6073332_SAGS_AG912F16	0	0	0	0	1
GORG_SAMEA6076325_SAGS_AG422K13	0	1	0	0	3
3300027976_58	0	1	0	0	1
3300025650_11	2	0	1	0	0
3300019458_19	0	2	0	0	3
3300024921_2	5	1	0	0	0
TARA_SAMEA4396468_METAG_JEPGNPPK	0	0	0	0	1
TARA_SAMEA2623826_METAG_MINAPPNB	0	0	0	0	1
TARA_SAMEA2622737_METAG_EFODFHBB	1	0	0	0	1
MARD_SAMEA3146263_REFG_MMP3146263	0	1	13	3	3
TARA_SAMEA2621232_METAG_LKPFAFNM	0	0	1	0	0
3300025600_11	0	1	1	2	0
3300026156_16	0	1	0	0	0
GORG_SAMEA6068066_SAGS_AH324K09	0	0	0	0	1
3300027839_17	0	0	0	0	1
MARD_SAMN02927979_REFG_MMP02927979	2	1	2	1	2
3300011627_1	4	0	0	0	0
3300013097_6	0	0	1	1	2
TARA_SAMEA2623774_METAG_LNKLMJCE	2	0	0	0	0
3300007519_46	0	1	0	1	0
3300013123_27	0	0	2	0	1
3300027832_47	1	0	0	1	3
3300025539_1	0	1	0	0	2
MALA_SAMN05422127_METAG_BMMMIACD	5	1	13	4	2
3300024344_28	0	1	0	0	0
TARA_SAMEA4397611_METAG_ELKLGHFI	0	0	0	0	1
TARA_SAMN05326646_METAG_PSW00010	0	0	0	1	0
GORG_SAMEA6074269_SAGS_AG916N15	0	0	0	0	1
MARD_SAMN08886369_SAGS_MMP08886369	0	1	0	0	2
3300017532_36	2	2	1	2	3
TARA_SAMEA2623488_METAG_DJBJPDED	2	0	0	0	0
3300027815_35	0	0	0	0	1
GORG_SAMEA6071328_SAGS_AG900G19	0	0	0	0	2
3300020074_70	1	0	1	0	0
3300024507_4	0	0	0	0	1
3300009084_84	0	1	0	1	2
MARD_SAMN10363435_REFG_MMP10363435	0	0	0	0	1
TARA_SAMEA2622822_METAG_FPADFJNA	0	0	0	0	1
GORG_SAMEA6077839_SAGS_AG337C19	0	0	0	0	1
3300007354_18	1	0	0	0	2
TARA_SAMEA2619970_METAG_KIIHFBOD	2	0	0	0	2
MARD_SAMN08886421_SAGS_MMP08886421	0	1	0	0	3
TARA_SAMEA4397118_METAG_PGCEFNEO	0	1	1	0	0
3300025536_9	1	1	1	0	0
3300020198_19	1	0	2	0	1
3300011470_1	2	1	3	1	0
3300025612_2	4	2	0	2	2
3300012682_32	0	0	1	0	2
3300013093_38	0	1	0	0	1
TARA_SAMEA2620194_METAG_GIHOAEHC	0	0	0	0	1
TARA_SAMEA2619815_METAG_KGHEEFOM	3	0	0	1	1
3300009700_13	2	1	9	3	2
3300020214_41	0	0	1	0	2
3300011228_5	1	1	1	0	1
TARA_SAMEA2622800_METAG_NLJHJKHJ	0	0	0	0	1
TARA_SAMEA4398111_METAG_GOJNOAIA	1	0	1	2	1
TARA_SAMEA2623370_METAG_IMFANIFH	1	4	0	0	0
3300025625_10	1	0	1	0	0
3300025707_11	0	0	0	1	0
TARA_SAMEA2619766_METAG_GANBJGDD	0	0	0	0	1
3300011750_2	6	0	1	0	1
TARA_SAMEA4398027_METAG_JFPJLACK	1	0	0	1	2
3300011575_2	4	1	0	0	2
GORG_SAMEA6071830_SAGS_AG904A13	0	0	0	0	2
GORG_SAMEA6079609_SAGS_AG426G09	0	0	0	0	1
TARA_SAMEA4396941_METAG_FIHIABDB	0	0	0	1	2
3300027963_45	0	0	0	0	1
3300012279_3	1	2	1	0	0
TARA_SAMN05326650_METAG_MED00054	0	0	0	0	2
3300028416_6	0	1	0	0	1
3300011924_3	1	0	1	1	1
TARA_SAMEA2621564_METAG_APHEDOHH	2	0	0	0	0
3300027852_12	1	0	0	1	3
TARA_SAMEA4396489_METAG_KKGDMKHA	5	3	0	0	2
TARA_SAMN05326645_METAG_PSE00050	0	0	0	0	1
3300027832_22	0	0	0	1	3
3300020375_5	1	2	0	0	0
3300013665_2	2	0	2	0	0
3300012958_12	2	0	0	0	0
3300011156_1	6	0	1	0	0
3300007519_58	2	0	0	0	1
3300020706_2	0	1	1	0	0
TARA_SAMEA4397157_METAG_OEPPPCEN	0	1	0	1	2
MARD_SAMN05444336_REFG_MMP05444336	2	1	0	1	1
3300014201_9	0	0	0	1	2
3300025644_7	4	0	0	1	0
3300014588_3	2	5	0	1	0
TARA_SAMEA2621839_METAG_EPBMPFOI	0	1	1	1	0
GORG_SAMEA6074855_SAGS_AG919O06	0	0	0	0	1
GORG_SAMEA6069045_SAGS_AG359O02	0	0	0	0	1
GORG_SAMEA6073156_SAGS_AG911I23	0	0	0	0	1
3300027838_5	0	1	0	2	3
3300017453_4	1	0	0	0	4
GORG_SAMEA6070155_SAGS_AG894G20	1	0	0	0	1
3300020364_6	0	0	1	0	1
TARA_SAMEA4396468_METAG_OLPIIGOK	1	0	0	0	0
3300011213_6	4	0	0	0	0
3300025668_18	2	1	0	0	1
TARA_SAMEA4398001_METAG_HHDPNOOC	3	1	0	0	1
3300011699_2	0	0	3	2	1
3300012920_20	0	0	0	0	1
TARA_SAMEA2619677_METAG_GGKFOMBO	0	0	0	1	2
TARA_SAMEA4397118_METAG_CEPMJKLI	1	0	0	0	1
3300010153_3	1	0	0	1	2
3300027819_74	1	0	1	0	0
TARA_SAMEA4398001_METAG_MLJBBDKI	0	0	0	1	1
TARA_SAMEA2622149_METAG_LIDCFEMF	0	0	1	0	0
TARA_SAMEA4397489_METAG_OJJKGFOM	1	1	0	0	0
3300014012_2	0	1	0	0	2
GORG_SAMEA6079423_SAGS_AG470K05	0	0	0	1	2
3300012185_9	0	1	0	0	0
TARA_SAMEA4398094_METAG_BOHJFPFN	1	0	0	1	2
GORG_SAMEA6067718_SAGS_AH287C09	0	0	0	0	1
TARA_SAMEA2621487_METAG_GNAKFDDL	1	0	0	0	1
TARA_SAMEA2622801_METAG_EGLCMHNH	1	0	1	0	1
3300011903_2	1	2	2	1	1
3300011917_4	2	1	0	0	0
3300007519_17	0	0	1	0	2
3300023108_34	0	0	0	0	2
3300027055_3	0	0	0	0	1
MALA_SAMN05422113_METAG_MMMIMIBM	1	0	2	0	0
TARA_SAMEA2621779_METAG_IOENAFMJ	1	0	0	0	2
3300011799_4	2	0	0	0	1
TARA_SAMEA2622923_METAG_EBCPMCHF	1	1	1	1	1
MARD_SAMN08886175_SAGS_MMP08886175	0	1	0	0	3
MARD_SAMN04488569_REFG_MMP04488569	0	0	0	0	1
MARD_SAMN08886336_SAGS_MMP08886336	0	3	0	0	3
3300020373_34	1	0	0	0	0
TARA_SAMEA2621271_METAG_BHKEHIPM	2	1	0	0	0
3300024054_39	3	1	0	0	0
3300014901_2	3	1	2	0	0
3300020202_7	1	0	1	2	1
3300025887_12	2	1	0	0	1
GORG_SAMEA6069564_SAGS_AG891K23	0	0	0	0	1
TARA_SAMEA4397196_METAG_CJLFBNGG	0	0	0	0	1
3300028069_1	0	1	0	1	0
3300011964_6	4	0	0	0	0
3300014008_1	1	3	2	1	0
3300029891_10	2	0	0	0	0
MALA_SAMN05422160_METAG_DENCFGFI	2	0	0	2	0
3300011729_6	1	0	0	0	2
TARA_SAMEA2619531_METAG_AAAMGGHK	0	0	0	0	1
MALA_SAMN05422192_METAG_OKDKCHDL	1	0	1	0	2
TARA_SAMEA2622658_METAG_JCEGOJNL	0	0	0	0	1
TARA_SAMEA4397586_METAG_DHFHGGME	0	1	0	0	0
3300027571_5	0	0	0	0	1
TARA_SAMEA2621401_METAG_MDDNCBON	0	0	0	0	2
GORG_SAMEA6075716_SAGS_AG390I07	0	0	0	0	1
TARA_SAMEA2621203_METAG_IEFLJMCG	3	1	0	0	0
TARA_SAMEA2622568_METAG_ECALKDFJ	0	0	0	0	1
BGEO_SAMN07136921_METAG_MOCFNIBC	1	0	0	0	0
TARA_SAMEA2619791_METAG_DBIFCBNB	2	1	0	0	0
TARA_SAMEA2623116_METAG_EICKCBBD	0	0	0	0	1
3300018429_8	0	0	1	1	1
3300009790_11	2	0	0	0	1
3300014733_2	0	0	0	0	1
3300014607_3	0	0	0	1	1
BGEO_SAMN07136589_METAG_JCNENHAO	1	0	0	0	0
MARD_SAMN05418073_REFG_MMP05418073	7	3	0	0	0
TARA_SAMEA4397798_METAG_ONECMFCN	0	0	0	0	1
TARA_SAMEA2619531_METAG_INIHIEAI	0	0	0	0	1
TARA_SAMEA4397118_METAG_LDCBLIPN	1	0	0	0	1
3300023184_22	0	0	1	0	4
GORG_SAMEA6069453_SAGS_AG891C15	0	0	0	0	1
TARA_SAMEA2621812_METAG_IICOKHHK	0	0	0	0	1
3300013933_3	2	0	1	0	1
TARA_SAMEA2621221_METAG_ODIICDFG	1	0	0	0	0
3300011790_5	4	0	0	0	0
3300011385_1	1	0	0	0	0
3300018719_6	2	4	0	0	0
3300027968_47	1	0	0	0	2
TARA_SAMEA4397842_METAG_HPJDDBIJ	0	1	0	1	1
3300011778_5	2	1	0	0	0
3300011899_1	1	1	0	0	0
3300019487_25	0	2	0	0	2
3300019487_23	1	0	1	0	3
TARA_SAMEA4398176_METAG_BLOBHMDN	0	0	0	0	1
3300012811_5	1	0	0	0	1
MARD_SAMN08886414_SAGS_MMP08886414	0	1	0	0	3
GORG_SAMEA6068232_SAGS_AH321F10	0	0	0	0	1
GORG_SAMEA6073622_SAGS_AG913N09	0	0	0	0	1
3300025846_18	0	1	1	0	0
3300027832_39	0	1	1	1	2
3300024514_2	1	0	1	2	3
3300025131_3	6	0	0	0	0
3300015024_18	1	1	0	1	1
TARA_SAMEA4397649_METAG_NNLKDBAN	0	0	0	0	2
3300018046_10	2	0	0	0	0
3300020595_24	1	0	0	0	0
GORG_SAMEA6076018_SAGS_AG414N03	0	0	0	0	1
3300028277_12	1	2	0	1	1
3300014728_2	2	0	0	0	0
3300018009_12	1	1	1	0	1
3300011616_3	1	0	0	0	0
3300027756_10	0	0	0	0	1
TARA_SAMEA2620967_METAG_KEADIBHP	3	1	0	0	0
3300025725_13	1	0	1	0	1
3300027283_24	2	1	0	1	1
3300028557_31	1	0	1	0	2
GORG_SAMEA6078036_SAGS_AG337O05	0	0	0	0	1
3300027722_3	1	0	0	1	1
GORG_SAMEA6071942_SAGS_AG904K03	1	0	0	0	1
3300025793_3	2	2	0	0	0
GORG_SAMEA6073591_SAGS_AG913L03	0	0	0	0	1
3300018023_9	0	1	1	0	3
TARA_SAMEA2620542_METAG_GCPDHIHM	1	0	0	0	0
MARD_SAMN05897982_REFG_MMP05897982	2	3	10	5	0
3300028146_2	0	5	1	4	1
3300011843_3	1	1	0	0	0
TARA_SAMEA2621216_METAG_DIJMOGIJ	1	0	1	1	0
3300011822_6	3	1	0	0	0
TARA_SAMEA2621423_METAG_MDBMBIPE	0	0	0	0	2
GORG_SAMEA6074102_SAGS_AG916A19	0	0	0	0	2
3300025668_15	2	0	0	0	2
3300025525_12	0	0	3	0	1
GORG_SAMEA6073495_SAGS_AG913C04	0	0	0	0	3
TARA_SAMEA4397983_METAG_JFKHNIHF	1	1	0	1	2
3300014492_10	4	2	4	5	2
TARA_SAMEA2622545_METAG_OECGPLDK	0	0	1	0	1
TARA_SAMEA4397023_METAG_JDCBPCFM	3	1	0	0	1
MARD_SAMN08886240_SAGS_MMP08886240	0	2	0	0	1
3300027629_6	0	0	0	0	1
3300025409_1	0	1	1	2	1
3300025432_8	0	0	2	2	1
3300028569_44	1	0	0	0	0
3300018048_35	0	0	0	0	1
3300012921_14	0	0	0	1	2
3300025138_7	2	2	0	0	0
MARD_SAMN02436143_REFG_MMP02436143	2	2	0	1	0
3300011719_3	6	0	1	0	1
GORG_SAMEA6070321_SAGS_AG895E03	0	0	0	0	1
2140918006_1	5	0	0	1	1
3300011359_2	2	1	0	0	0
3300014091_3	4	0	3	0	0
3300025881_23	0	2	2	1	0
3300025788_5	0	9	0	0	0
3300025516_7	0	1	0	0	0
GORG_SAMEA6078463_SAGS_AG453G04	0	0	0	0	1
GORG_SAMEA6069865_SAGS_AG893B06	0	0	0	0	2
MARD_SAMN03084138_REFG_MMP03084138	6	3	2	0	0
3300011657_1	5	0	1	0	1
3300025097_4	1	1	0	0	0
3300027828_48	0	1	0	0	0
3300007519_37	1	0	0	2	3
3300024054_29	1	0	0	0	1
GORG_SAMEA6075158_SAGS_AG349D08	0	0	0	0	1
3300028391_6	0	0	0	0	1
3300011799_1	0	1	0	0	0
3300027834_58	1	0	0	0	1
3300011465_2	1	2	1	0	0
3300027820_32	1	1	0	0	2
3300011671_2	1	1	2	0	0
3300012046_4	3	1	6	1	1
3300021486_5	0	0	0	0	1
3300025890_12	3	2	1	0	2
TARA_SAMEA4397330_METAG_DBDFGBIJ	1	1	0	0	0
3300028033_5	0	2	0	0	0
3300026228_3	3	0	1	0	0
3300027851_22	2	0	0	0	1
TARA_SAMEA4397756_METAG_LANPKBNP	0	0	0	0	2
TARA_SAMEA4397445_METAG_IAFLMACH	0	1	0	0	0
3300027983_11	1	1	3	0	2
MARD_SAMN08886291_SAGS_MMP08886291	0	1	0	0	3
BGEO_SAMN07136961_METAG_AFGGELHD	1	0	0	0	2
3300011707_1	5	1	1	0	1
GORG_SAMEA6077318_SAGS_AG325F23	0	0	0	0	1
TARA_SAMEA2619992_METAG_PAMHGFED	1	0	0	0	1
3300004097_72	2	1	0	0	1
3300023169_4	1	1	0	2	3
MARD_SAMN10362944_REFG_MMP10362944	3	1	2	0	0
3300011634_5	0	0	0	0	1
TARA_SAMEA2622696_METAG_HCJFGCBE	0	0	0	0	1
3300014676_3	0	1	2	0	0
3300023109_27	1	0	1	0	1
BGEO_SAMN07136635_METAG_MKEMHGCK	0	0	1	1	0
MARD_SAMN08886309_SAGS_MMP08886309	0	1	0	0	3
TARA_SAMEA4397023_METAG_ACFKGOCL	1	1	0	0	1
TARA_SAMEA2623446_METAG_CKMDBAGO	0	0	0	0	1
3300009566_26	0	0	0	0	1
3300020220_64	2	0	0	0	2
TARA_SAMEA2622764_METAG_HBGFENPM	0	0	0	0	1
TARA_SAMEA2621216_METAG_DBGOPMHO	1	0	0	0	0
TARA_SAMEA4398027_METAG_DLDFCDCP	4	1	1	1	0
3300017968_16	2	0	2	2	2
TARA_SAMEA4398341_METAG_LNIHAOHI	0	0	0	0	2
TARA_SAMEA2622801_METAG_LHCBFKEA	1	0	0	0	2
TARA_SAMEA4397489_METAG_KBFAAALH	0	0	0	1	1
TARA_SAMEA2623513_METAG_HGHFANIL	3	0	1	0	2
TARA_SAMEA2622901_METAG_OIDPKCHG	0	0	0	0	1
TARA_SAMEA2619678_METAG_DLIFJFJN	0	0	0	0	2
GORG_SAMEA6068203_SAGS_AH321D13	0	0	0	0	1
3300017518_16	0	1	0	0	1
3300007722_38	0	1	0	1	1
TARA_SAMEA4397311_METAG_HDHEAHKN	0	0	0	0	1
3300025520_9	0	0	0	0	2
3300020109_45	1	0	0	0	1
TARA_SAMEA4397118_METAG_MADEPHFA	5	0	0	1	1
MARD_SAMN08886372_SAGS_MMP08886372	0	3	0	0	3
TARA_SAMEA2622696_METAG_ELPLNHDN	0	0	0	0	2
3300014675_3	1	1	2	0	0
GORG_SAMEA6073122_SAGS_AG911F11	0	0	0	0	1
TARA_SAMEA4397815_METAG_MGOOMLHG	3	1	0	1	2
3300022227_19	3	0	0	1	0
3300029821_12	2	1	0	0	1
TARA_SAMEA2621839_METAG_EOEPIHHM	0	0	0	0	2
3300014669_2	1	0	0	1	0
TARA_SAMEA2620980_METAG_LAEKGEHP	2	1	0	0	1
TARA_SAMEA2619815_METAG_KJEPBPMI	1	1	0	0	0
TARA_SAMEA4398341_METAG_PFLHBALN	0	0	0	0	2
GORG_SAMEA6071339_SAGS_AG900I16	1	0	0	0	0
